"1";"ХК Мотор"
"2";"ХК Крепость"
"3";"ХК Сибайс"
"4";"ХК Романтик"
"5";"ХК Фортуна"
"6";"ХК Кристалл"
"7";"ХК Легион-2"
"8";"ХК SNEG"
"9";"ХК Кофеман"
"10";"ХК Драйв-PRO"
"11";"ХК Левый Берег"
"12";"ХК Мотор-2"
"15";"ХК Гвардия-2"
"17";"ХК Искра"
"18";"ХК Айсберг"
"19";"ХК Ледокол"
"20";"ХК Снежинка"
"21";"ХК Строитель"
"22";"ХК Чайка"
"23";"ХК Йети"
"24";"ХК Легион"
"25";"ХК Молния"
"26";"ХК Общее Дело"
"27";"ХК Реактор"
"28";"ХК Академпарк"
"29";"ХК Арсенал"
"30";"ХК Братина"
"31";"ХК Вымпел"
"32";"ХК Дизель"
"33";"ХК Дружина"
"34";"ХК Клеверс"
"35";"ХК Колос"
"36";"ХК Колывань"
"37";"ХК Кречет"
"38";"ХК Лабиринт"
"39";"ХК Локомотив РЖД"
"40";"ХК Магистраль"
"41";"ХК Мамонты"
"42";"ХК Метеор"
"43";"ХК Нефтяник"
"44";"ХК Пионер"
"45";"ХК Сибирские медведи"
"46";"ХК Титаны"
"47";"ХК Черная Жемчужина"
"48";"ХК Гвардия"
"49";"ХК Кристалл Обьгэс"
"50";"ХК SP"
"51";"ХК Проспект"
"52";"ХК Сибайс 2"
"53";"ХК Драйв"
"54";"ХК Снег-2"
"56";"ХК Победа"
"57";"ЖХК Айсберг"
"58";"ХК Колорадо"
"59";"ВХК Стяг-Юг"
"60";"ХК АО СИБЭКО"
"61";"ХК СКА"
"62";"ХК Сибирские Коты"
"63";"ХК HC87"
"64";"ХК HC87-2"
"65";"ХК Ударник"
"66";"ХК Скиф"
"67";"ХК Свирепые Ежи"
"68";"ХК Академик"
"69";"ХК Лицей"
"70";"ХК Сибирские Медведи"
"71";"ХК Энергия 2007"
"72";"ХК Сибирь 2010"
"73";"ХК СКА 2010"
"74";"ХК Шахтер 2010"
"75";"ХК Кристалл 2010"
"76";"ХК Молния 2010"
"77";"ХК Ястреб 2010"
"78";"ХК Металлург Ильинка 2010"
"79";"ХК Звезда 2010"
"80";"ХК Энергия 2010"
"81";"ХК Металлург Новокузнецк 2010"
"82";"ХК Лигры 2010"
"83";"ХК Смена 2010"
"84";"ХК Кристалл 2007"
"85";"ХК Вымпел 2004"
"86";"ХК Алтай 2007"
"87";"ХК Динамо 2007"
"88";"ХК Астана 2004"
"89";"ХК Ермак 2008"
"90";"ХК Динамо 2008"
"91";"ХК Энергия 2008"
"92";"ХК Айсберг 2008"
"93";"ХК Штурм 2008"
"94";"ХК Сокол 2007"
"95";"ХК Олимпия 2009"
"96";"ХК Сокол 2009"
"97";"ХК Олимпия-НСК 2009"
"98";"ХК Энергия 2009"
"99";"ХК Алтай 2009"
"100";"ХК Сибирь 2009"
"101";"ХК Сибиряк 2009"
"102";"ХК Филин 2009"
"103";"ХК Энергия 2004"
"104";"ХК Восток"
"105";"ХК Левый Берег 2"
"106";"ХК Айсберг 2004"
"107";"ХК Буревестник 2004"
"108";"ХК OMEGA"
"109";"ХК Петровский"
"110";"ХК Сибкарт"
"111";"ХК Хоккей Новосибирска им.Д.В.Затонского"
"112";"ХК Звезда ЦЗВС 2007"
"113";"ХК Локомотив 2007"
"114";"ХК Кожевникова 2007"
"115";"ХК Исток 2010"
"116";"ХК Ирбис 2010"
"117";"ХК Церковь Прославления"
"118";"ХК ПрогрессСтройГруп"
"119";"ХК Ночной Металлург"
"120";"ХК Алтай 2010"
"121";"ХК Алтай-2 2010"
"122";"ХК Лигры-2 2010"
"123";"ХК Астана 2009"
"124";"ХК Астана-2 2009"
"125";"ХК Лигры 2009"
"126";"ХК Смена 2009"
"127";"ХК Торпедо 2009"
"128";"ХК Темп"
"129";"ХК СГК"
"130";"ХК СГК-2"
"131";"ХК Иволга"
"132";"ХК Буллит"
"133";"ХК Агора"
"134";"ВХК Молочная Сказка"
"135";"ВХК Кубометр"
"136";"ВХК Машиностроитель"
"137";"ВХК ЮКОС"
"138";"ХК Стяг"
"139";"ХК Олимпия 2008"
"140";"ХК Торпедо 2008"
"141";"ХК Смена 2007"
"142";"ХК Локомотив 2008"
"143";"ХК Звезда ЦЗВС 2008"
"144";"ХК Астана 2010"
"145";"ХК Кожевникова 2010"
"146";"ХК Кубометр"
"147";"ХК ПереварЪ"
"148";"ХК Локомотив-СГУПС"
"149";"ХК ЦСКА-Сибирь"
"150";"ХК Энергия"
"151";"ХК Сибирь 2006"
"152";"ХК Металлург Новокузнецк 2006"
"153";"ХК Ермак 2006"
"154";"ХК Динамо 2006"
"155";"ХК Энергия 2006"
"156";"ХК Штурм 2006"
"157";"ХК Смена 2006"
"158";"ХК Звезда ЦЗВС 2006"
"159";"ХК Сибирь 2007"
"160";"ХК Лицей 2007"
"161";"ХК Балтика 2007"
"162";"ХК Штурм-2 2008"
"163";"ХК Штурм 2007"
"164";"ХК Акулы 2007"
"165";"ХК Спартак 2007"
"166";"ВХК Горводоканал"
"167";"ХК Акулы 2008"
"168";"ХК Металлург Новокузнецк 2009"
"169";"ХК Металлург Ильинка 2009"
"170";"ХК Кристалл 2009"
"171";"ХК Спартак 2009"
"172";"ХК Штурм 2010"
"173";"ХК Локомотив 2010"
"174";"ХК Чкаловец 2010"
"175";"ВХК Кристалл Обьгэс"
"176";"ХК Йети-2"
"177";"ХК Авангард 2010"
"178";"ХК Тюменский Легион 2010"
"179";"ХК Сокол 2010"
"180";"ХК Штурм 2009"
"181";"ХК Звезда ЦЗВС 2009"
"182";"ХК Снег 3"
"183";"ХК Локомотив 2006"
"184";"ХК Сокол 2006"
"185";"ХК Рекорд 2009"
"186";"ХК Сибирь-2 2009"
"187";"ХК Регион54"
"188";"ХК Факел"
"189";"ХК Рыси"
"190";"ХК Нечаевский"
"191";"ХК Колос Довольное"
"192";"ХК Ордынка"
"193";"ХК Чита 2009"
"194";"ХК Ермак 2009"
"195";"ХК Юность 2009"
"196";"ХК Торпедо 2010"
"197";"ХК Спартак 2010"
"198";"ХК Интерсервис"
"199";"ХК Кабаны"
"200";"ХК Стрела"
"201";"ХК Raivo Red Devils"
"202";"ХК Сибкарт PRO"
"203";"ХК Омега 2"
"204";"ХК Буллит-2"
"205";"ХК Novosibirsk Red Stars"
"206";"ХК Комета"
"207";"ХК Авиатор"
"208";"ХК Авиатор НСК"
"209";"ХК Омега"
"210";"ХК Торпедо"
"211";"ХК Хоккей Новосибирска-2"
"213";"ХК Общее Дело-2"
"214";"ХК Зима"
"215";"ХК Центурион"
"216";"ХК Старт"
"217";"ХК Авиатор Обь"
"218";"ХК Урожай"
"219";"ХК Кристалл 2005"
"220";"ХК Звезда ЦЗВС 2005"
"221";"ХК Олимпия-НСК 2005"
"222";"ХК Юность-НСО 2007"
"223";"ХК Ермак-НСК 2006"
"224";"ХК Юность-НСО 2005"
"225";"ХК Титаны 2009"
"226";"ХК Метеор 2009"
"227";"ХК Звезда ЦЗВС 2010"
"228";"ХК Лигры 2006"
"229";"ХК Штурм-2 2006"
"230";"ХК Сибирь 2008"
"231";"ХК Колывань 2007"
"232";"ХК Титаны 2007"
"233";"ХК Кристалл 2008"
"234";"ХК Лигры 2008"
"235";"ХК Локомотив 2009"
"236";"ХК Ермак-НСК 2009"
"237";"ХК СКА 2009"
"238";"ХК Кристалл Обьгэс 2"
"239";"ХК ГИБДД"
"240";"ХК Штурм-2 2010"
"241";"ХК Сибирь-2 2010"
"242";"ХК Реактор Х"
"243";"ХК Сибкарт-2"
"244";"ХК HC87-3"
"245";"ХК Йети-3"
"246";"СОШ №4 2009-2010"
"247";"Метеор Дом Молодежи 2009-2010"
"248";"Кристальный 2009-2010"
"249";"Дзержинский район 2009-2010"
"250";"СОШ №203 2009-2010"
"251";"ХК ЦЗВС 2010"
"252";"ХК Звездный"
"253";"Спартак-Лигр 2009-2010"
"254";"СОШ №182 2007-2008"
"255";"Ленинский район 2007-2008"
"256";"Кристальный 2007-2008"
"257";"ХК ЦЗВС 2008"
"258";"Калининский район 2007-2008"
"259";"Спартак-Лигр 2007-2008"
"260";"ХК ЦЗВС 2006"
"261";"Спартак-Лигр 2005-2006"
"262";"ХК Титаны 2006"
"263";"Кристальный 2005-2006"
"264";"ТОС Снегири 2005-2006"
"265";"Сибсельмаш 2005-2006"
"266";"СОШ №182 2009"
"267";"Звездный МЦ Современник"
"268";"Чайка МЦ Современник"
"269";"ХК Атака"
"270";"Александр Жевлаков"
"271";"Антон Корепанов"
"272";"Виталий Моос"
"273";"Влад Францев"
"274";"Владимир Федорук"
"275";"Иван Михайлов"
"276";"Павел Григорьев"
"277";"Сергей Бодрый"
"278";"Игорь Наумов"
"279";"Матвей Иванов"
"280";"Евгений Кубасов"
"281";"Виталий Корягин"
"282";"Александр Богданов"
"283";"Максим Нельзин"
"284";"Кирилл Михайлов"
"285";"Эдуард Пирогов"
"286";"Дмитрий Зятьков"
"287";"Юрий Беляев"
"288";"Дмитрий Бойков"
"289";"Павел Гутаковский"
"290";"Михаил Виноградов"
"291";"Владимир Кузнецов"
"292";"Александр Буров"
"293";"Андрей Хахолин"
"294";"Андрей Щербаков"
"295";"Артем Баженов"
"296";"Виталий Бабкин"
"297";"Тимур Слабочук"
"298";"Дмитрий Снопков"
"299";"Илья Волчков"
"300";"Рустам Сулейменов"
"301";"Александр Михайлов"
"302";"Сергей Лабацеев"
"303";"Станислав Колосовский"
"304";"Максим Аникин"
"305";"Дмитрий Долгополов"
"306";"Александр Рожков"
"307";"Никита Соломонов"
"308";"Сергей Егоров"
"309";"Андрей Шкатула"
"310";"Кирилл Наумов"
"311";"Евгений Файзулин"
"312";"Николай Антонов"
"313";"Антон Брайтвуд"
"314";"Юлиан Польских"
"315";"Григорий Мелихов"
"319";"Тимур Слабочук"
"320";"ХК Искра-2"
"321";"Данил Григорьев"
"322";"Светослав Зенков"
"323";"Данил Сухоруков"
"324";"Ярослав Евтеев"
"325";"Дмитрий Пырьев"
"326";"Лев Лабацеев"
"327";"Александр Головин"
"328";"Александр Поляков"
"329";"ХК Свирепые Панды"
"330";"ХК Джентельмены Удачи"
"331";"ХК Вектор"
"332";"ХК Хоккей Мастер"
"333";"ХК Лисы"
"335";"ХК Ледорубы"
"336";"ХК Лавина"
"337";"ХК Сибирские Ястребы"
"338";"ХК ЦЗВС"
"339";"ХК Мотор-3"
"340";"ХК Кристалл-С 2006"
"341";"ХК СШ-хоккей им. А.Черепанова 2006"
"342";"ХК Исток 2009"
"343";"ХК Легион 2009"
"344";"ХК Акулы 2009-2010"
"345";"ХК Сибирь 2011"
"346";"ХК Кристалл 2011"
"347";"ХК Звезда ЦЗВС 2011"
"348";"ХК Локомотив 2011"
"349";"ХК Чкаловец 2011"
"350";"ХК Штурм 2011"
"351";"ХК Энергия 2011"
"352";"ХК СКА 2011"
"353";"ХК Титаны 2011"
"354";"ХК Стрижи 2011"
"355";"ХК Штурм 2003"
"356";"ХК СШ-хоккей им. А.Черепанова 2010"
"357";"ХК Штурм 2005"
"358";"ХК Локомотив 2005"
"359";"Кристальный 2012-2013"
"360";"Сибсельмаш"
"361";"Дом Молодежи (ЦО)"
"362";"Лигры (ЦО)"
"363";"СОШ №182-Лигры (КР)"
"364";"Чайка (ЛР)"
"365";"Дзержинский Район 2010-2011"
"366";"Сибсельмаш 2008-2009"
"367";"Чемские волки (КР)"
"368";"Лигры 2006-2007 (ЦО)"
"369";"Ястребы-костоломы (ЦО)"
"370";"Ветерок (ЛР)"
"371";"СОШ №72 2006-2007 (ЛР)"
"372";"Дзержинский район 2006-2007"
"373";"Исток 2006-2007 (ОР)"
"374";"ХК Старт-82"
"375";"ХК Атака-2"
"376";"ХК Алеусский Лес"
"378";"ХК Локомотив-2"
"379";"ХК Беркут"
"380";"ХК Лавина Сибирь"
"381";"ХК Динамо"
"382";"ХК Крапива"
"383";"ХК Викинги"
"384";"ХК Беркут Н"
"385";"ХК Горводоканал"
"386";"ХК Магистраль Н"
"387";"ХК Драйв-2"
"388";"ХК Клеверс-2"
"389";"ХК Лабиринт НСК"
"390";"ХК ЛДПР"
"391";"ХК Метеор-2"
"392";"ХК БСС"
"393";"ХК Сибирские Песцы"
"394";"ХК Высота"
"395";"ХК Чкаловец"
"396";"ХК НЦВСМ"
"397";"ХК ЗООНСК"
"398";"ХК ЗООНСК-2"
"399";"ХК Штурм"
"400";"ХК Звезда НСК"
"401";"ХК Гризли"
"402";"ХК Апачи"
"403";"ХК Гвардия-3"
"404";"ХК Тайга"
"405";"ХК Кедр"
"406";"ХК Торнадо"
"407";"ХК ВДоме НСК"
"408";"ХК Звезда"
"409";"ХК Форсаж"
"410";"ХК Титаны-2"
"411";"ХК Лавина-2"
"412";"ХК Локомотив Тогучин"
"413";"ХК Факел 2008"
"414";"ХК Легион 2008"
"415";"ХК СШ-хоккей им. А.Черепанова 2007"
"416";"ХК Вектор 2009"
"417";"ХК Рыси 2010"
"418";"ХК Звезда ЦЗВС 2012"
"419";"ХК Сибирь 2012"
"420";"ХК Сибирь Кидс 2013"
"421";"ХК Стрижи 2012"
"422";"ХК Титаны 2012"
"423";"ХК Вымпел 2012"
"424";"ХК Вымпел-2 2012"
"425";"ХК Сибирь-2 2012"
"426";"ХК Победа 2012"
"427";"ХК Кристалл 2012"
"428";"ХК Кристалл-2 2011"
"429";"ХК Локомотив-2 2010"
"430";"ХК СКА-2 2010"
"431";"ХК Апачи-2"
"432";"Исток 2010"
"433";"Рубин 2010"
"434";"Чайка 2011-2012"
"435";"Стрижи 2008-2009"
"436";"Исток 2007-2008"
"437";"Спартак-Лигр 2011"
"438";"ХК АТС"
"439";"ХК ТТА"
"440";"ХК Ирбис"
"441";"ХК Флагман"
"442";"ХК НВИ"
"443";"ХК Березиково"
"444";"ХК Лисы-2"
"445";"ХК Ледорубы-2"
"446";"ХК Гектор"
"447";"ХК НВВКУ"
"448";"ХК Транснефть - Западная Сибирь"
"449";"ХК Хоккей Мастер-2"
"450";"ХК Советник"
"451";"ХК Хоккей Новосибирска V"
"452";"ХК Арсенал Чик"
"453";"ХК Атака-3"
"454";"ХК Юность-НСО 2008"
"455";"ХК Рыси 2007"
"456";"ХК Шторм 2008"
"457";"ХК Красная Машина 2009"
"458";"ХК Стрижи 2009"
"459";"ХК Стрижи 2010"
"460";"ХК Искра 2010"
"461";"ХК Локомотив-2 2011"
"462";"ХК Красная Машина 2011"
"463";"ХК Локомотив 2012"
"464";"ХК Красная Машина 2012"
"465";"ХК Вектор 2012"
"466";"ХК Олимпия-НСК 2012"
"467";"ХК Локомотив 2013"
"468";"ХК Вымпел 2013"
"469";"ХК Вымпел-2 2013"
"470";"ХК Стрижи 2013"
"471";"ХК Сибирь Джуниор 2013"
"472";"ХК Титаны 2013"
"473";"ХК Красная Машина 2013"
"474";"ХК Кристалл 2013"
"475";"ХК Олимпия-НСК 2013"
"476";"ХК Победа 2013"
"477";"ХК Сибирь 2013"
"478";"ХК Сибирь-2 2013"
"479";"ХК Факел 2013"
"480";"Исток 2012"
"481";"Ермак-НСК 2010"
"482";"Рубин 2012-2013"
"483";"Лигр 2010-2011"
"484";"Лигр 2012-2013"
"485";"Светодар 2012"
"486";"Ермак-НСК 2012"
"487";"Рубин 2006-2007"
"488";"ХК Красная Машина 2010"
"489";"ХК Мужество"
"490";"ХК Томск"
"491";"ХК Пионер 40+"
"492";"ХК Зима-2"
"493";"ХК Изумруд"
"494";"ХК Фалькон"
"495";"ХК СКА-2"
"496";"ХК Ирмень"
"497";"ХК Колос-2"
"498";"ХК Ветераны Региона54"
"499";"ХК Расточка"
"500";"ХК Вектор-2"
"501";"ХК Торнадо-2"
"502";"ХК АкваТермСервис"
"503";"ХК СХК"
"504";"ХК Союз"
"505";"ХК Дом-Строй"
"506";"ХК АртСталь"
"507";"ХК Звезда-2 ЦЗВС 2009"
"508";"ХК Авангард-Новосибирск 2012"
"509";"ХК Энергия 2012"
"510";"ХК Юность-НСО 2012"
"511";"ХК Авангард-Новосибирск 2013"
"512";"ХК Сибирь 2014"
"513";"ХК Локомотив 2014"
"514";"ХК Вымпел 2014"
"515";"ХК Стрижи 2014"
"516";"ХК Красная Машина 2014"
"517";"ХК Кристалл 2014"
"518";"ХК Вектор 2014"
"519";"ХК Энергия 2014"
"520";"ХК Сибирь Кидс 2014"
"521";"ХК Авангард-Новосибирск 2014"
"522";"ХК Штурм 2014"
"523";"ХК Олимпия-НСК 2014"
"524";"ХК Факел 2014"
"525";"ХК АЦС"
"526";"ХК HOCKWAY"
"527";"ХК Енисей-Кр"
"528";"ХК Winter"
"529";"ХК Металлург Ачинск"
"530";"ХК Субедей Тыва"
"531";"ХК Витязи"
"532";"ХК ТЭК Транс Авто"
"533";"ХК ЗПЗ"
"534";"ХК Железногорск"
"535";"ХК Динамо"
"536";"ХК Спартак"
"537";"ХК Автомобилист"
"538";"ХК Солонцы"
"539";"ХК Пираты"
"540";"ХК Спутник"
"541";"ХК Победа Кр"
"542";"ХК Авангард Красноярск"
"543";"ХК Сибирь Джуниор 2012"
"544";"ХК Гризли-1"
"545";"ХК Хоккей Мастер-3"
"546";"ХК Хоккей Новосибирска V"
"547";"ХК Вояки"
"548";"Лигр (ЦО) 2007-2008"
"549";"МЦ Современник 2011-2012"
"550";"Ермак-НСК 2014"
"551";"Кристалл МБУ МЦ Содружество"
"553";"ХК Снежинка 2008"
"554";"ХК Ордынка 2008"
"555";"ХК Сибирь НЗХК"
"556";"ХК Сибирь НЗХК-2"
"557";"Авангард 1"
"558";"Авангард 2"
"559";"Сокол 1"
"560";"Сокол 2"
"561";"Рассвет"
"562";"Фростик"
"563";"Ястребы"
"564";"ХК Весело в Сибири"
"565";"ХК НСК"
"566";"ХК КСМ"
"567";"ХК ККЗ"
"568";"ХК Молния"
